,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
294,294,235,D,"The lady would eat and eat, and because of mental issues would then make herself what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wash dishes', 'throwing up', 'drinking', 'throw up',
       'turn inside out'], dtype=object)}",wash dishes,throwing up,drinking,throw up,,"Question: The lady would eat and eat, and because of mental issues would then make herself what? (A) wash dishes (B) throwing up (C) drinking (D) throw up. 
The correct response is: "," (D) throw up 
The lady would make herself throw up because of eating too much, which is known as bulimia 
The correct response is: (D) throw up 
The lady would make herself throw"
295,295,1086,D,"Dance can be elegant and specific, or you can just have fun and what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['falling down', 'trip', 'fall down', 'move around', 'celebrate'],
      dtype=object)}",falling down,trip,fall down,move around,,"Question: Dance can be elegant and specific, or you can just have fun and what? (A) falling down (B) trip (C) fall down (D) move around. 
The correct response is: "," (D) move around 
The correct response question is: sway back and forth 
The correct response is: move around 
The correct response question is: shuffle left and right 
The correct response is: move around 
The correct"
296,296,1118,D,How would you express information if you do not have a pen or pencil?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['may disagree', 'close mouth', 'write down', 'talk', 'eyes'],
      dtype=object)}",may disagree,close mouth,write down,talk,,"Question: How would you express information if you do not have a pen or pencil? (A) may disagree (B) close mouth (C) write down (D) talk. 
The correct response is: "," (D) talk 
The correct response blank: (A) may disagree 
The correct response blank: (B) close mouth 
The correct response blank: (C) write down 
The correct response blank: (D)"
297,297,0,A,"A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank', 'library', 'department store', 'mall', 'new york'],
      dtype=object)}",bank,library,department store,mall,,"Question: A revolving door is convenient for two direction travel, but it also serves as a security measure at a what? (A) bank (B) library (C) department store (D) mall. 
The correct response is: "," (D) mall 
The correct response might also be: (A) bank 
The correct response might also be: (C) department store 
The correct response might also be: (B) library 
"
298,298,552,D,Where is a statute found on a platform?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['below', 'arena', 'concert hall', 'museum', 'building'],
      dtype=object)}",below,arena,concert hall,museum,,"Question: Where is a statute found on a platform? (A) below (B) arena (C) concert hall (D) museum. 
The correct response is: "," (D) museum 
The correct response is: (D) museum 
The correct response is: (D) museum 
The correct response is: (D) museum 
The correct response is: (D) museum 
The correct response is: (D) museum "
299,299,277,C,The old style pop ups literally let you see the story when you did what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['giggle', 'visualize', 'open book', 'reading', 'go to movies'],
      dtype=object)}",giggle,visualize,open book,reading,,"Question: The old style pop ups literally let you see the story when you did what? (A) giggle (B) visualize (C) open book (D) reading. 
The correct response is: "," (B) visualize 
The correct response is: (B) visualize 
The correct response is: (B) visualize 
The correct response is: (B) visualize 
The correct response is: (B) visualize"
300,300,456,A,"They wanted to recognize his accomplishment, where should they put his name?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['certificate', 'directory', 'phone book', 'lineup', 'roster'],
      dtype=object)}",certificate,directory,phone book,lineup,,"Question: They wanted to recognize his accomplishment, where should they put his name? (A) certificate (B) directory (C) phone book (D) lineup. 
The correct response is: "," (D) lineup 
The correct response question is: His accomplishment was in sports, so his name should go on  (A) a document indicating his prowess (B) a list of people in a group (C) a book of contact information"
301,301,222,A,"The car was going from Alabama to New York, what was its goal?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['head north', 'speed up', 'heading north', 'go fast',
       'headed south'], dtype=object)}",head north,speed up,heading north,go fast,,"Question: The car was going from Alabama to New York, what was its goal? (A) head north (B) speed up (C) heading north (D) go fast. 
The correct response is: "," (A) head north 
The goal of the car was to  (A) head north 
The car was moving in a northerly direction because of: (A) head north 
The car was moving in a northerly direction because"
302,302,1101,A,"Where can you find the meaning of ""ficus""?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dictionary', 'apartment', 'libary', 'middle east', 'arboretum'],
      dtype=object)}",dictionary,apartment,libary,middle east,,"Question: Where can you find the meaning of ""ficus""? (A) dictionary (B) apartment (C) libary (D) middle east. 
The correct response is: "," (C) libary 
The correct response justification: A person can find the meaning of ""ficus"" in a libary 
The correct response justification: A person can find the meaning of ""ficus"" in a libary 
The correct response justification"
303,303,602,D,What can you use to store a book while traveling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['library of congress', 'pocket', 'backpack', 'suitcase',
       'synagogue'], dtype=object)}",library of congress,pocket,backpack,suitcase,,"Question: What can you use to store a book while traveling? (A) library of congress (B) pocket (C) backpack (D) suitcase. 
The correct response is: "," (B) pocket 
The correct response is: (B) pocket 
The correct response is: (B) pocket 
The correct response is: (B) pocket 
The correct response is: (B) pocket 
The correct response is:"
304,304,169,C,"When you fail to finish something, you failed at doing what to it","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winning', 'passing', 'completing', 'do well', 'succeeding'],
      dtype=object)}",winning,passing,completing,do well,,"Question: When you fail to finish something, you failed at doing what to it (A) winning (B) passing (C) completing (D) do well. 
The correct response is: "," (C) completing 
The correct response is: (C) completing 
The correct response is: (C) completing 
The correct response is: (C) completing 
The correct response is: (C) completing 
The"
305,305,342,B,"Pens, computers, text books and paper clips can all be found where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desktop', 'university', 'drawer', 'table', 'work'], dtype=object)}",desktop,university,drawer,table,,"Question: Pens, computers, text books and paper clips can all be found where? (A) desktop (B) university (C) drawer (D) table. 
The correct response is: "," (B) university 
The correct response question type is: Fill in the blank 
The correct response is: universities where products are made and sold 
The correct response should be: where products are manufactured and sold 
The correct response was"
306,306,438,D,Where could you find hundreds of beauty salon?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clerk', 'mall', 'strip mall', 'city', 'neighborhood'],
      dtype=object)}",clerk,mall,strip mall,city,,"Question: Where could you find hundreds of beauty salon? (A) clerk (B) mall (C) strip mall (D) city. 
The correct response is: "," (B) mall 
The correct response is: (B) mall 
The correct response is: (B) mall 
The correct response is: (B) mall 
The correct response is: (B) mall 
The correct response"
307,307,205,A,Who might wear dark glasses indoors?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['blind person', 'glove box', 'movie studio', 'ray charles',
       'glove compartment'], dtype=object)}",blind person,glove box,movie studio,ray charles,,"Question: Who might wear dark glasses indoors? (A) blind person (B) glove box (C) movie studio (D) ray charles. 
The correct response is: "," (C) movie studio 
The correct response is: (C) movie studio 
The correct response is: (C) movie studio 
The correct response is: (C) movie studio 
The correct response is: (C) movie studio 
The"
308,308,1093,C,What is likely to have a better school cafeteria?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['high school', 'canteen', 'polytechnic', 'large room',
       'all kinds of schools'], dtype=object)}",high school,canteen,polytechnic,large room,,"Question: What is likely to have a better school cafeteria? (A) high school (B) canteen (C) polytechnic (D) large room. 
The correct response is: "," (B) canteen 
The correct response is: (B) canteen 
The correct response is: (B) canteen 
The correct response is: (B) canteen 
The correct response is: (B) canteen "
309,309,206,B,Where would stones not be arranged in a path?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['quarries', 'field', 'park', 'bridge', 'made from rocks'],
      dtype=object)}",quarries,field,park,bridge,,"Question: Where would stones not be arranged in a path? (A) quarries (B) field (C) park (D) bridge. 
The correct response is: "," (D) bridge 
The correct response is: (D) bridge 
The poorly written version is: Where would stones not be arranged in a bridge? 
The correct response is: Where would stones not be arranged in a bridge? 
The correct response is: (D)"
