,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
332,332,1191,D,Why would one try to avoid work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['making money', 'leave home', 'success', 'malaise', 'bad mood'],
      dtype=object)}",making money,leave home,success,malaise,,"Question: Why would one try to avoid work? (A) making money (B) leave home (C) success (D) malaise. 
The correct response is: "," (D) malaise  
The correct response is: (D) malaise 
The correct response is: (D) malaise 
The correct response is: (D) malaise 
The correct response is: (D) malaise "
333,333,76,C,Where does a wild bird usually live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cage', 'sky', 'countryside', 'desert', 'windowsill'], dtype=object)}",cage,sky,countryside,desert,,"Question: Where does a wild bird usually live? (A) cage (B) sky (C) countryside (D) desert. 
The correct response is: "," (C) countryside  
The bird lives in the countryside because it is a place with more vegetation and prey, which are essential for a bird's survival 
The correct response is: (C) countryside 
The bird"
334,334,473,C,What does a child learn to do before school?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['count to ten', 'state name', 'dress herself', 'clean room',
       'socialize'], dtype=object)}",count to ten,state name,dress herself,clean room,,"Question: What does a child learn to do before school? (A) count to ten (B) state name (C) dress herself (D) clean room. 
The correct response is: "," (C) dress herself  
The child learns this skill before school because: it prepares them for school 
The child learns this skill in: early childhood 
The child learns this skill by: observing and imitating 
The child"
335,335,737,B,Lawyers often talk in front of an audience where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'courtroom', 'office building', 'press charges', 'theatre'],
      dtype=object)}",work,courtroom,office building,press charges,,"Question: Lawyers often talk in front of an audience where? (A) work (B) courtroom (C) office building (D) press charges. 
The correct response is: "," (B) courtroom 
The reason is: A courtroom is where lawyers are most likely to be speaking to an audience during a trial 
The correct response is: (B) courtroom 
The reason is: A courtroom is where lawyers"
336,336,977,A,"If a person stutters when he experiences anxiety or excitement, he'll have difficult doing what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['express information', 'dance', 'library', 'go somewhere', 'study'],
      dtype=object)}",express information,dance,library,go somewhere,,"Question: If a person stutters when he experiences anxiety or excitement, he'll have difficult doing what? (A) express information (B) dance (C) library (D) go somewhere. 
The correct response is: "," (A) express information 
The anxiety or excitement would make it more difficult for the person to articulate his thoughts and words clearly, so: all of these except: (C) library 
The correct response is:"
337,337,1007,A,Paul wants carrots and doesn't need to drive anywhere. He gets them from where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['refrigerator', 'store', ""farmer's market"", 'supermarket', 'dryer'],
      dtype=object)}",refrigerator,store,farmer's market,supermarket,,"Question: Paul wants carrots and doesn't need to drive anywhere. He gets them from where? (A) refrigerator (B) store (C) farmer's market (D) supermarket. 
The correct response is: "," (C) farmer's market  
The source of the carrots are from a farmer's market 
The correct response is: (C) farmer's market 
The"
338,338,208,C,"The hostess was good at her job, she always had a smile when she would what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['group people', 'ready parlor for guests', 'welcome guests',
       'work room', 'park'], dtype=object)}",group people,ready parlor for guests,welcome guests,work room,,"Question: The hostess was good at her job, she always had a smile when she would what? (A) group people (B) ready parlor for guests (C) welcome guests (D) work room. 
The correct response is: "," (B) ready parlor for guests  
The hostess is responsible for preparing the parlor for guests, so: hostesses are good at their job when they are able to ready the parlor for guests "
339,339,809,A,"The dog curled up for a nap, it was tuckered out because it had just been what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['walked', 'petted', 'affection', 'go outside', 'scratch'],
      dtype=object)}",walked,petted,affection,go outside,,"Question: The dog curled up for a nap, it was tuckered out because it had just been what? (A) walked (B) petted (C) affection (D) go outside. 
The correct response is: "," (D) go outside  
The dog was exhausted from physical activity 
The correct response is: (D) go outside 
The dog was exhausted from physical activity 
The correct response is: (D"
340,340,1122,D,Where would your hear a bass clarinet along side other wood wind instruments?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['opera house', 'school band', 'music store', 'orchestra',
       'bathroom stall'], dtype=object)}",opera house,school band,music store,orchestra,,"Question: Where would your hear a bass clarinet along side other wood wind instruments? (A) opera house (B) school band (C) music store (D) orchestra. 
The correct response is: "," (D) orchestra  
The bass clarinet is a member of the percussion family, not the woodwind family. 
The correct response is: (D) orchestra 
The correct response is: (D) orchestra 
"
341,341,1065,B,Dan fell off a bar stool.  He did this because he was what than ever before?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'drunker', 'tavern', 'restaurant', 'shorter'],
      dtype=object)}",kitchen,drunker,tavern,restaurant,,"Question: Dan fell off a bar stool.  He did this because he was what than ever before? (A) kitchen (B) drunker (C) tavern (D) restaurant. 
The correct response is: "," (B) drunker 
The correct response is: (B) drunker 
The correct response is: (B) drunker 
The correct response is: (B) drunker 
The correct response is: (B"
342,342,122,D,Who do professors work with?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['methods of facts', 'teach courses', 'wear wrinkled tweed jackets',
       'school students', 'state facts'], dtype=object)}",methods of facts,teach courses,wear wrinkled tweed jackets,school students,,"Question: Who do professors work with? (A) methods of facts (B) teach courses (C) wear wrinkled tweed jackets (D) school students. 
The correct response is: "," (C) wear wrinkled tweed jackets  
The professor teaches and works with students, not with jackets. The correct response is: (B) teach courses  
The professor teaches and works with students, not with jackets"
343,343,475,A,According to what book did an apple tree lead to the downfall of man?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bible', 'spain', 'harry potter', 'new york', 'woods'],
      dtype=object)}",bible,spain,harry potter,new york,,"Question: According to what book did an apple tree lead to the downfall of man? (A) bible (B) spain (C) harry potter (D) new york. 
The correct response is: "," (A) bible 
The apple tree is a symbol of Adam and Eve's sin in the Garden of Eden, as described in the Bible 
The apple tree did not lead to the downfall of man in:"
344,344,817,B,"If someone is found to be committing murder, what did they do to someone?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['misery', 'kill', 'distress', 'tickel', 'go to jail'], dtype=object)}",misery,kill,distress,tickel,,"Question: If someone is found to be committing murder, what did they do to someone? (A) misery (B) kill (C) distress (D) tickel. 
The correct response is: "," (C) distress  
The person who committed murder made their victim:  (A) feel good (B) laugh (C) feel bad (D) feel hopeful 
The correct response is:  (C) feel bad "
345,345,1081,C,When a group of people are talking at work they might be doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['having a concert.', 'cough', 'sharing of ideas', 'speak',
       'sneeze'], dtype=object)}",having a concert.,cough,sharing of ideas,speak,,"Question: When a group of people are talking at work they might be doing what? (A) having a concert. (B) cough (C) sharing of ideas (D) speak. 
The correct response is: "," (C) sharing of ideas 
The correct response is: (C) sharing of ideas 
The correct response is: (C) sharing of ideas 
The correct response is: (C) sharing of ideas 
The correct response is"
346,346,234,B,"Immediately after peeing, a person's bladder is what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['collapsed', 'empty', 'full', 'filled', 'stretchable'],
      dtype=object)}",collapsed,empty,full,filled,,"Question: Immediately after peeing, a person's bladder is what? (A) collapsed (B) empty (C) full (D) filled. 
The correct response is: "," (D) filled 
The bladder is a muscle that can expand and contract. When a person urinates, the bladder empties, so it is then  (D) filled. 
The correct response is: (D"
347,347,534,B,Most people make stupid assumptions that are based on their prejudices.  What might they do instead to achieve better outcomes?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['set table', 'think', 'read books', 'play games', 'lie'],
      dtype=object)}",set table,think,read books,play games,,"Question: Most people make stupid assumptions that are based on their prejudices.  What might they do instead to achieve better outcomes? (A) set table (B) think (C) read books (D) play games. 
The correct response is: "," (B) think 
The correct response is:  (B) think 
The correct response is:  (B) think 
The correct response is:  (B) think 
The"
